"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0002429","immune response-activating cell surface receptor signaling pathway","63/586","473/18670",1.37127844641285e-22,2.81043517592313e-20,2.29797398598869e-20,"PIK3CD/LCK/FYB2/PTPN22/FCRL3/FCGR2B/CD247/PTPRC/LAX1/CR2/CR1/ZAP70/CD28/CTLA4/INPP5D/TRAT1/KLHL6/TXK/STAP1/FYB1/ITK/BTN3A1/BTN1A1/NCR3/BTNL2/HLA-DQA1/HLA-DQB2/HLA-DPB1/THEMIS/CARD11/MYO1G/LAT2/BLK/PAX5/CARD9/MS4A1/CD3E/CD3D/CD3G/KLRK1/NCKAP1L/TESPA1/PRKCB/CD19/CCR7/SKAP1/CD79B/CD300A/VAV1/MUC16/ICAM3/CD22/CD79A/KCNN4/LILRB4/SLA2/UBASH3A/IGLL5/IGLL1/GRAP2/WAS/FOXP3/BTK",63
"GO:0002449","lymphocyte mediated immunity","54/586","352/18670",2.21032532105527e-22,4.31434451952644e-20,3.52765705375437e-20,"CD1A/CD1C/CD1E/SLAMF6/SLAMF7/FCGR2B/SH2D1B/PTPRC/CR2/CR1/CD8A/CD28/INPP5D/CCR2/CD96/IL7R/GAPT/LTA/TNF/NCR3/CCR6/MYO1G/IL18/CRTAM/CD27/LAG3/AICDA/KLRD1/KLRK1/BATF/RASGRP1/CD19/CORO1A/TBX21/C17orf99/GZMM/CD70/VAV1/FCER2/IL12RB1/POU2F2/LILRB1/NCR1/SLA2/AIRE/IGLL5/IGLL1/WAS/FOXP3/BTK/IL13RA2/SH2D1A/SASH3/CD40LG",54
"GO:0050670","regulation of lymphocyte proliferation","42/586","208/18670",2.61586500452193e-22,4.87383211524337e-20,3.98512639923342e-20,"PLA2G2D/PTPN22/FCRL3/FCGR2B/PTPRC/ZAP70/CD28/CTLA4/INPP5D/CCR2/CD86/MZB1/LST1/HLA-DPB1/CARD11/CCL19/TNFSF8/CD6/CCDC88B/IL18/CD3E/CLECL1/NCKAP1L/SPN/CORO1A/TNFRSF13B/IKZF3/CD300A/EBI3/TMIGD2/CD70/RASAL3/JAK3/IL12RB1/CD22/LILRB1/RAC2/TNFRSF13C/FOXP3/BTK/SASH3/CD40LG",42
"GO:0046631","alpha-beta T cell activation","35/586","138/18670",2.97619957838566e-22,5.30410524860992e-20,4.33694254351484e-20,"PLA2G2D/RUNX3/SLAMF6/LY9/PTPRC/ZAP70/CD28/EOMES/CCR2/CD86/TCF7/ITK/DOCK2/IRF4/MYB/CCL19/TNFSF8/FUT7/IL18/CD3E/NCKAP1L/IFNG/GPR18/BATF/BCL11B/SPN/TBX21/CD300A/EBI3/RASAL3/JAK3/IL12RB1/LILRB1/FOXP3/SASH3",35
"GO:0032944","regulation of mononuclear cell proliferation","42/586","209/18670",3.17982887805584e-22,5.43088273797954e-20,4.44060313496921e-20,"PLA2G2D/PTPN22/FCRL3/FCGR2B/PTPRC/ZAP70/CD28/CTLA4/INPP5D/CCR2/CD86/MZB1/LST1/HLA-DPB1/CARD11/CCL19/TNFSF8/CD6/CCDC88B/IL18/CD3E/CLECL1/NCKAP1L/SPN/CORO1A/TNFRSF13B/IKZF3/CD300A/EBI3/TMIGD2/CD70/RASAL3/JAK3/IL12RB1/CD22/LILRB1/RAC2/TNFRSF13C/FOXP3/BTK/SASH3/CD40LG",42
"GO:0070663","regulation of leukocyte proliferation","43/586","222/18670",4.58988384045698e-22,7.52557354481327e-20,6.15334322021686e-20,"PLA2G2D/PTPN22/FCRL3/FCGR2B/PTPRC/ZAP70/CD28/CTLA4/INPP5D/IL5RA/CCR2/CD86/MZB1/LST1/HLA-DPB1/CARD11/CCL19/TNFSF8/CD6/CCDC88B/IL18/CD3E/CLECL1/NCKAP1L/SPN/CORO1A/TNFRSF13B/IKZF3/CD300A/EBI3/TMIGD2/CD70/RASAL3/JAK3/IL12RB1/CD22/LILRB1/RAC2/TNFRSF13C/FOXP3/BTK/SASH3/CD40LG",43
"GO:0045619","regulation of lymphocyte differentiation","37/586","169/18670",4.59440422339596e-21,7.11786461238222e-19,5.81997686876773e-19,"TNFRSF18/RUNX3/CD2/FCRL3/PTPRC/CR1/ZAP70/CD28/CTLA4/INPP5D/CCR2/CD86/IL7R/CAMK4/IRF4/HLA-DOA/MYB/CARD11/TOX/CCL19/IL18/CD27/LAG3/NCKAP1L/TESPA1/IFNG/RASGRP1/FOXN1/IKZF3/TBX21/PGLYRP2/JAK3/IL12RB1/LILRB4/FOXP3/BTK/SASH3",37
"GO:0002703","regulation of leukocyte mediated immunity","40/586","201/18670",4.68851779786094e-21,7.11786461238222e-19,5.81997686876773e-19,"CD1A/CD1C/CD1E/SLAMF6/CD84/FCGR2B/SH2D1B/PTPRC/CR1/CD28/CCR2/CD96/IL7R/LTA/TNF/NCR3/IL18/CRTAM/LAG3/KLRK1/RASGRP1/NOD2/CRHR1/TBX21/CD300A/C17orf99/VAV1/FCER2/JAK3/IL12RB1/LILRB1/NCR1/ITGB2/RAC2/WAS/FOXP3/BTK/IL13RA2/SH2D1A/SASH3",40
"GO:0042113","B cell activation","48/586","310/18670",3.55545377850702e-20,5.20493037075009e-18,4.25585144013772e-18,"PIK3CD/FCRL3/FCRL1/FCGR2B/PTPRC/LAX1/CR2/ZAP70/ITGA4/CD28/CTLA4/INPP5D/IL7R/GAPT/CD180/MZB1/CCR6/CARD11/LAT2/MS4A1/CXCR5/CD27/AICDA/NCKAP1L/FLT3/BATF/PRKCB/CD19/NOD2/TNFRSF13B/IKZF3/TBX21/CD79B/CD300A/C17orf99/CD70/JAK3/CD22/CD79A/POU2F2/SLA2/IGLL5/IGLL1/TNFRSF13C/FOXP3/BTK/SASH3/CD40LG",48
"GO:1902105","regulation of leukocyte differentiation","45/586","272/18670",3.74023292128035e-20,5.28662577390626e-18,4.3226503162819e-18,"TNFRSF18/RUNX3/CD2/FCRL3/FCGR2B/PTPRC/CR1/ZAP70/CD28/CTLA4/GPR55/INPP5D/CCR2/HCLS1/CD86/IL7R/CAMK4/IRF4/TNF/HLA-DOA/TREM2/MYB/CARD11/TOX/CCL19/IL18/CD27/LAG3/NCKAP1L/TESPA1/IFNG/TNFSF11/RASGRP1/FOXN1/EVI2B/IKZF3/TBX21/PGLYRP2/JAK3/IL12RB1/LILRB1/LILRB4/FOXP3/BTK/SASH3",45
"GO:0002699","positive regulation of immune effector process","40/586","216/18670",7.33900838747125e-20,1.00275317934149e-17,8.19908866866963e-18,"CD1A/CD1C/CD1E/SLAMF6/CD84/CD244/SH2D1B/PTPRC/CD28/CCR2/CD86/MZB1/LTA/TNF/NCR3/MYB/CCL19/IL18/CRTAM/LAG3/KLRK1/IFNG/RASGRP1/SEMA7A/NOD2/CRHR1/TBX21/CD300A/C17orf99/VAV1/FCER2/IL12RB1/LILRB1/ITGB2/RAC2/FOXP3/BTK/IL13RA2/SH2D1A/SASH3",40
"GO:0002697","regulation of immune effector process","58/586","458/18670",8.86233139612254e-20,1.17182891589375e-17,9.58154946188597e-18,"FCRL3/CD1A/CD1C/CD1E/AIM2/SLAMF6/CD84/CD244/FCGR2B/SH2D1B/PTPRC/CR2/CR1/CR1L/CD28/CCR2/CD96/CD86/IL7R/MZB1/IRF4/LTA/TNF/NCR3/MYB/CCL19/TSPAN32/BIRC3/IL18/CRTAM/LAG3/KLRK1/IFNG/RASGRP1/SEMA7A/CD19/NOD2/CRHR1/TBX21/CD300A/C17orf99/VAV1/FCER2/PGLYRP2/JAK3/IL12RB1/CD22/LILRB1/NCR1/ITGB2/RAC2/WAS/FOXP3/BTK/IL13RA2/SH2D1A/SASH3/CD40LG",58
"GO:0045058","T cell selection","21/586","47/18670",1.1133075838694e-19,1.42607743321271e-17,1.16604320626322e-17,"SLAMF6/LY9/PTPRC/ZAP70/CD28/DOCK2/IRF4/THEMIS/CARD11/CD3E/CD3D/CD3G/BATF/BCL11B/SPN/FOXN1/CCR7/TBX21/IL12RB1/AIRE/FOXP3",21
"GO:0045785","positive regulation of cell adhesion","54/586","403/18670",1.33622680135242e-19,1.65975565416472e-17,1.35711200494612e-17,"TNFRSF18/RUNX3/LCK/PTPRC/ZAP70/ITGA4/CD28/CTLA4/ICOS/PDCD1/CCR2/BTLA/CD86/CXCL13/IL7R/TNF/HLA-DPB1/MYB/CARD11/CCL19/APBB1IP/CD6/CD5/CCDC88B/IL18/CD3E/CD27/CLECL1/KLRK1/NCKAP1L/TESPA1/IFNG/TNFSF11/RASGRP1/CORO1A/NOD2/CCR7/SKAP1/EBI3/TMIGD2/CD70/VAV1/RASAL3/JAK3/IL12RB1/LILRB1/LILRB4/SIRPG/ITGB2/GRAP2/TNFRSF13C/FOXP3/SASH3/CD40LG",54
"GO:0002460","adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","50/586","361/18670",7.7042209309258e-19,9.28811811643084e-17,7.59450137587237e-17,"CD1A/CD1C/CD1E/SLAMF6/LY9/FCGR2B/PTPRC/CR2/CR1/CD8A/CD28/INPP5D/CCR2/KLHL6/CXCL13/IL7R/GAPT/IRF4/LTA/TNF/CCR6/MYO1G/CCL19/IL18/CD27/AICDA/BATF/CD19/SPN/TBX21/C17orf99/GZMM/EBI3/CD70/FCER2/JAK3/IL12RB1/POU2F2/LILRB1/SLA2/AIRE/IGLL5/IGLL1/TNFRSF13C/WAS/FOXP3/BTK/IL13RA2/SASH3/CD40LG",50
"GO:0001819","positive regulation of cytokine production","56/586","464/18670",3.74623292270479e-18,4.38737392861912e-16,3.58737011305024e-16,"MCOLN2/GBP5/PTPN22/CD2/PYHIN1/AIM2/SLAMF6/LY9/CD244/PTPRC/CD28/CCR2/TIGIT/CD86/TLR6/TXK/IRF4/LTA/TNF/LTB/GPSM3/HLA-DPB1/TREM2/MYB/CARD11/IRF5/CCL19/CARD9/CD6/CCDC88B/BIRC3/IL18/CD3E/CRTAM/KLRK1/IFNG/IL26/RASGRP1/SEMA7A/SPN/NOD2/IRF8/ALOX15B/CCR7/EBI3/TMIGD2/IL12RB1/LILRB1/NLRP7/ZBP1/TNFRSF13C/TLR7/CYBB/FOXP3/SASH3/CD40LG",56
"GO:0002706","regulation of lymphocyte mediated immunity","32/586","149/18670",4.04601984309505e-18,4.60684314912406e-16,3.76682081298674e-16,"CD1A/CD1C/CD1E/SLAMF6/FCGR2B/SH2D1B/PTPRC/CR1/CD28/CCR2/CD96/IL7R/LTA/TNF/NCR3/IL18/CRTAM/LAG3/KLRK1/RASGRP1/TBX21/C17orf99/VAV1/FCER2/IL12RB1/LILRB1/NCR1/WAS/FOXP3/BTK/SH2D1A/SASH3",32
"GO:0045580","regulation of T cell differentiation","31/586","139/18670",4.27408824884446e-18,4.73499668432795e-16,3.87160653892482e-16,"TNFRSF18/RUNX3/CD2/PTPRC/CR1/ZAP70/CD28/CTLA4/CCR2/CD86/IL7R/CAMK4/IRF4/HLA-DOA/MYB/CARD11/CCL19/IL18/CD27/LAG3/NCKAP1L/TESPA1/IFNG/RASGRP1/FOXN1/TBX21/JAK3/IL12RB1/LILRB4/FOXP3/SASH3",31
"GO:0050852","T cell receptor signaling pathway","36/586","202/18670",1.97660668262593e-17,2.13213441896939e-15,1.74335614334653e-15,"PIK3CD/LCK/FYB2/PTPN22/CD247/PTPRC/ZAP70/CD28/CTLA4/INPP5D/TRAT1/TXK/FYB1/ITK/BTN3A1/BTN1A1/BTNL2/HLA-DQA1/HLA-DQB2/HLA-DPB1/THEMIS/CARD11/CD3E/CD3D/CD3G/TESPA1/CCR7/SKAP1/CD300A/KCNN4/LILRB4/UBASH3A/GRAP2/WAS/FOXP3/BTK",36
"GO:0043368","positive T cell selection","17/586","34/18670",3.15133339074405e-17,3.31213219709227e-15,2.7081904227069e-15,"SLAMF6/LY9/PTPRC/ZAP70/DOCK2/IRF4/THEMIS/CD3E/CD3D/CD3G/BATF/BCL11B/SPN/FOXN1/TBX21/IL12RB1/FOXP3",17
